,BirthYear,HasSibling,Age,Sex,SingleorDoubleParent,EMP_HOURS_17,EMP_HOURS_18,EMP_HOURS_19,EMP_HOURS_20,EMP_HOURS_21,EMP_HOURS_22,EMP_HOURS_23,EMP_HOURS_24,EMP_HOURS_25,EMP_HOURS_26,EMP_HOURS_27,EMP_HOURS_28,EMP_HOURS_29,EMP_HOURS_30,EMP_HOURS_31,EMP_HOURS_32,EMP_HOURS_33,EMP_HOURS_34,EMP_HOURS_35,EducationStat_17,EducationStat_18,EducationStat_19,EducationStat_20,EducationStat_21,EducationStat_22,EducationStat_23,EducationStat_24,EducationStat_25,EducationStat_26,EducationStat_27,EducationStat_28,EducationStat_29,EducationStat_30,EducationStat_31,EducationStat_32,EducationStat_33,EducationStat_34,EducationStat_35,FinalRelationshipStat_17,FinalRelationshipStat_18,FinalRelationshipStat_19,FinalRelationshipStat_20,FinalRelationshipStat_21,FinalRelationshipStat_22,FinalRelationshipStat_23,FinalRelationshipStat_24,FinalRelationshipStat_25,FinalRelationshipStat_26,FinalRelationshipStat_27,FinalRelationshipStat_28,FinalRelationshipStat_29,FinalRelationshipStat_30,FinalRelationshipStat_31,FinalRelationshipStat_32,FinalRelationshipStat_33,FinalRelationshipStat_34,FinalRelationshipStat_35
5666,1983,1,14,1,1,1,0,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,8,8,10,4,4,4,4,4,4,9,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,6,6,8,8,6,6,6,8,8,8,6,6,6
5668,1984,0,13,1,0,0,1,0,0,1,1,2,2,2,1,1,0,2,1,2,2,1,0,0,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,3,3,4,4,2,2,2,4,4,4,6,6,6,6,6,6
5669,1981,1,16,1,0,1,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,1,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,1,1,1,1,1,1,1,1,1,1,1,3,3,5,5,5,5
5670,1984,1,13,1,0,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,9,4,9,9,4,4,4,4,4,4,4,4,4,4,4,4,2,4,6,6,6,8,8,8,8,6,6,6,6,6,6,8,6,6,6
5671,1984,1,13,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
5676,1982,0,15,1,0,0,1,0,0,0,2,2,0,0,2,1,1,1,0,1,0,0,0,1,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,6,6,6,8,6,6,6,6,6,6,6,6,6
5679,1984,1,13,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,6,6,8,8,8,8,8,8,6,6,6,6,6,6,6,6,6
5680,1981,0,16,1,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
5681,1982,0,15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,2,2,6,6,6,6,6,6,6,8,8,8,8,8,8
5682,1981,1,16,1,1,0,2,2,1,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,8,8,10,10,10,4,10,4,4,4,4,6,11,11,7,7,11,7,7,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6
5684,1980,1,17,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,8,3,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,1,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6
5685,1984,1,13,1,1,0,0,0,0,0,0,0,1,1,0,0,0,2,2,2,2,0,0,0,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
5686,1983,0,14,0,0,2,0,2,0,0,0,2,0,0,2,0,2,2,2,2,2,2,2,2,8,8,3,3,3,3,3,3,3,3,9,4,4,4,4,4,4,4,4,2,2,2,2,6,6,8,8,6,6,6,8,8,8,8,8,8,8,8
5688,1983,0,14,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6
5689,1983,0,14,0,1,0,0,0,2,2,2,0,2,2,0,0,0,2,2,2,2,2,2,2,8,10,10,10,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
5690,1980,1,17,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
5691,1982,1,15,1,1,0,1,1,1,1,2,1,2,2,2,2,2,0,0,0,0,0,0,0,8,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6
5693,1983,0,14,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,8,8,10,10,10,10,6,6,11,6,6,11,11,7,7,7,7,7,7,2,2,6,6,6,6,6,6,6,8,8,8,8,6,6,6,6,6,6
5694,1980,0,17,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,2,2,2,2,2,2,6,6,6,6,6,6
5695,1982,0,15,1,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,8,10,10,10,10,10,6,6,6,6,11,7,7,7,7,7,11,11,11,0,0,1,1,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6
5697,1983,0,14,1,0,1,1,2,2,0,2,0,1,0,2,2,2,2,2,2,2,2,2,2,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,4,2,2,4,4,8,8,8,8,8,8,8,8,6,6,6,8,8
5699,1983,1,14,1,1,0,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,8,8,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,2,6,6,6,6,6,6,6,6,6,6,6,6
5700,1980,0,17,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5701,1982,0,15,0,0,1,2,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,6,6,6
5704,1984,0,13,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,10,10,10,10,6,6,11,6,6,6,11,11,11,11,7,7,7,7,1,1,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6
5707,1981,0,16,1,1,1,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,8,10,10,10,10,10,6,11,6,6,11,6,11,7,7,7,7,7,7,0,3,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
5708,1982,0,15,0,1,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6
5709,1981,1,16,0,0,0,0,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,8,10,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,2,2,2,4,4,4,4,4,4,6,6,6,6,6,6
5710,1981,1,16,1,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,8,8,10,10,10,10,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,2,4,4,4,4,4,6,6,6,6,6,6,6
5712,1984,1,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,6,6,6,6,8,6,6,6,6,6,6,6,6,6,6,6,6
5714,1980,1,17,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,4,4
5715,1982,1,15,0,0,1,0,0,0,2,2,2,2,2,2,1,0,0,0,0,0,0,0,2,8,3,3,3,4,4,4,4,4,4,4,4,4,4,10,10,10,10,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5717,1984,0,13,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6
5718,1983,1,14,1,1,0,0,1,0,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,8,10,10,4,10,4,10,10,10,6,6,6,6,6,6,6,6,6,6,0,2,2,2,2,4,4,4,4,4,4,4,4,6,6,6,6,6,6
5720,1981,0,16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6
5721,1983,0,14,0,1,0,0,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,0,2,8,10,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2
5722,1982,0,15,0,0,0,2,0,0,2,2,2,2,2,2,2,0,2,0,0,2,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5726,1984,0,13,1,1,2,0,1,2,2,2,2,2,0,0,2,0,1,1,1,0,0,0,2,8,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,10,1,2,2,4,2,4,6,6,6,6,6,6,6,6,6,6,6,6,6
5728,1981,1,16,0,1,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,1,1,3,2,6,6,6,6,6,6,6,6,6,6,6,6,6
5732,1981,0,16,0,0,2,2,2,0,2,2,2,2,2,0,1,2,2,2,2,2,1,0,0,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
5734,1984,0,13,0,1,1,0,2,2,0,2,2,2,2,2,2,2,2,2,0,0,2,0,0,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,2,2,4,4,4,6,6,6,6
5738,1984,0,13,1,1,0,0,0,0,0,1,0,2,2,2,0,2,1,1,0,1,2,2,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,10,10,10,10,6,2,2,2,2,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8
5748,1981,1,16,1,1,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,8,10,10,10,10,10,10,10,4,5,10,6,6,6,10,6,6,6,9,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6
5749,1983,1,14,1,1,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,8,10,10,10,10,10,4,4,4,4,4,4,4,4,10,10,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5750,1980,1,17,0,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,8,10,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5751,1984,1,13,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2
5755,1981,0,16,1,0,0,0,0,1,0,0,0,2,0,0,1,1,2,1,1,2,2,2,2,8,8,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5756,1980,1,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,2,2,2,4,6,6,6,6,6,6,6,6,6,6,6,6,6
5757,1982,1,15,1,0,0,0,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,8,10,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3
5758,1984,0,13,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6
5761,1982,1,15,0,1,2,2,2,2,2,1,2,2,0,0,2,0,2,2,2,0,2,0,2,8,8,3,3,3,4,4,4,4,4,4,9,4,4,4,4,4,4,4,1,1,1,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6
5768,1982,0,15,1,0,0,0,2,0,2,0,2,2,2,2,2,2,2,2,0,0,0,0,0,8,3,3,9,4,4,4,4,4,10,10,10,10,10,10,10,6,6,6,1,1,1,1,3,1,1,2,2,4,4,4,4,4,4,6,6,6,6
5769,1984,0,13,0,1,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,4,10,10,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,3,2,2,2,2,2,4,6,6,6,6,6,6,6,6,6,6
5773,1982,1,15,1,0,0,0,0,0,0,0,2,2,2,2,2,0,2,2,2,2,2,2,2,8,8,9,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1
5775,1980,0,17,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,2,2,2,1,0,0,8,8,9,4,10,10,10,10,6,11,11,7,7,7,7,7,7,7,7,0,0,1,1,1,1,1,1,1,1,2,2,2,2,4,4,4,4,4
5779,1983,0,14,0,1,0,0,1,1,1,2,1,1,2,2,2,2,2,0,0,2,2,2,2,8,8,9,9,5,5,5,10,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,6,6,6,6
5782,1980,0,17,1,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,8,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,1,1,2,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6
5785,1983,1,14,1,0,0,0,0,0,2,1,0,0,0,2,2,0,0,0,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
5788,1983,0,14,1,1,0,0,2,2,2,2,0,0,0,0,0,0,2,2,1,2,2,0,0,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,8,6,6,8,8,8,8,8,8,8,8,8,8,8,8
5792,1982,0,15,1,1,0,0,1,1,0,1,1,2,1,1,1,2,0,0,0,0,0,0,0,1,1,1,1,1,1,8,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
5793,1981,1,16,1,0,0,2,0,0,2,0,2,0,0,2,0,0,0,0,1,1,2,0,0,8,3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,1,2,2,2,2,4,4,4,4,4,2,2,2,2,4,6,6,6,6
5795,1980,0,17,1,0,0,0,0,0,0,2,2,2,2,2,0,2,0,0,0,0,0,0,0,8,9,9,4,9,9,5,5,5,5,9,5,5,5,5,5,5,5,5,0,1,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6
5798,1980,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5799,1981,1,16,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5801,1984,1,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5802,1980,0,17,1,0,0,0,0,1,1,1,0,2,2,2,0,2,2,2,2,2,2,0,2,8,10,10,10,10,10,4,4,4,4,10,4,4,4,4,4,4,4,4,0,0,0,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4
5804,1984,1,13,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,2,2,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5806,1981,1,16,1,0,0,2,0,0,2,2,2,2,0,2,2,2,2,2,2,2,0,0,0,8,8,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1,1,1,1,1,1,1,3,5,5,5,5,5,5,5,7
5810,1984,0,13,1,0,0,0,0,2,2,2,2,0,0,0,0,2,1,0,0,0,0,1,1,8,8,9,4,9,4,4,9,9,9,5,5,5,9,9,5,5,5,5,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5811,1980,1,17,1,0,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,8,9,9,9,9,9,9,9,9,9,4,4,4,9,9,5,5,5,5,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5812,1982,1,15,0,0,0,0,2,0,0,0,2,2,2,2,2,0,0,0,0,2,2,2,2,8,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2
5813,1981,0,16,0,0,0,0,1,0,1,2,2,0,2,2,0,2,0,0,2,2,2,2,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5814,1982,0,15,1,0,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,8,8,8
5815,1980,0,17,0,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,2,2,2,2,2,2,6,6,6,6,6,6,6,6
5820,1980,1,17,1,0,0,0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,8,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,2,2,4,4,4,4,2,2,2,4,4,2,2,2,2,2,6
5821,1983,1,14,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2
5822,1981,1,16,0,1,0,0,0,1,0,0,0,2,2,2,0,0,0,0,0,0,0,2,2,8,8,10,10,10,10,10,6,6,6,6,6,6,6,6,6,11,11,7,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,5,5
5824,1981,0,16,1,0,0,0,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,8,10,10,10,4,10,4,10,10,6,6,11,11,7,7,7,7,7,11,1,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2
5825,1981,0,16,0,1,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2
5827,1982,0,15,1,1,0,1,0,0,0,1,2,2,2,1,0,2,2,2,2,2,2,2,2,8,10,10,10,10,10,10,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,6,6,6,8,8,8,8,8,8,8,8,6
5830,1982,0,15,1,0,0,0,1,2,0,0,0,1,1,2,2,2,1,1,2,2,2,0,2,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,2,6,6,6,6,6,6,6,6,6,6,6,8,8,8,8,8
5833,1982,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5834,1982,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3
5835,1981,0,16,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5839,1983,1,14,1,0,0,0,0,0,0,1,1,2,2,2,2,1,1,2,2,2,2,2,2,8,9,10,10,10,10,10,10,11,11,11,6,6,11,11,11,7,7,7,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5840,1980,1,17,1,1,1,1,1,1,0,0,2,0,0,0,2,2,0,0,0,2,2,2,2,8,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,4,6,8,8,8,6,6,6,6,6,6,6,8,8,8,6
5847,1983,1,14,1,1,1,1,2,0,1,0,2,2,2,2,0,2,0,2,2,2,2,2,2,8,9,9,10,10,6,6,6,6,6,10,10,6,6,6,6,6,6,6,2,2,2,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
5849,1980,0,17,1,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,9,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5852,1982,0,15,0,0,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,10,10,6,6,6,6,6,6,3,1,1,1,1,2,2,4,4,6,6,6,6,6,6,6,6,6,6
5853,1982,0,15,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
5855,1982,0,15,1,0,0,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,9,9,9,4,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,1,1,1,1,1,3,5,5,5,5,5,5,7,7,7,7,7
5856,1982,0,15,0,0,0,1,2,2,2,0,0,2,2,1,2,2,0,0,0,2,2,2,2,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,1,2,2,2,2,2,4,4,4,4,4,4,2,2,2,4,4
5860,1983,0,14,0,1,1,1,1,1,1,1,2,0,2,2,1,2,2,2,2,2,2,2,2,8,9,9,9,10,10,4,10,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
5862,1981,1,16,1,1,1,0,1,1,1,2,2,2,2,0,2,2,2,0,0,2,2,2,2,8,10,10,10,10,6,6,6,6,6,6,6,6,9,5,10,6,6,6,1,1,1,1,1,1,1,1,3,1,1,3,5,5,5,5,5,5,5
5863,1982,1,15,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,0,2,2,2,2,2,8,8,10,10,4,4,6,6,6,6,6,11,11,7,7,7,7,7,7,0,0,0,1,1,1,2,2,2,2,2,4,4,6,6,6,6,6,6
5868,1980,1,17,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,3,10,4,4,4,4,4,4,4,4,4,4,4,4,9,9,9,5,1,1,1,1,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4
5869,1981,1,16,1,1,1,0,1,1,1,1,2,0,1,1,1,1,0,0,0,0,0,2,2,8,3,3,4,4,9,4,4,4,4,4,4,9,9,5,5,5,5,5,1,2,2,4,4,2,4,6,6,6,6,6,6,6,6,6,6,6,6
5874,1981,0,16,1,1,1,0,0,0,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,8,10,10,10,9,9,9,5,5,5,10,10,10,6,6,11,11,7,7,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5876,1983,1,14,1,0,2,2,2,2,0,2,0,2,0,0,0,2,2,2,2,2,2,2,2,8,1,1,1,1,1,2,2,2,2,9,9,5,5,5,5,5,5,5,2,2,2,4,4,4,6,6,8,6,6,6,6,6,6,6,6,6,6
5877,1984,1,13,1,0,0,0,2,0,0,2,0,0,0,2,0,0,2,0,1,0,2,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,2,2,2,2,4,4,4,4,4,4,6,6,6,6,6
5878,1981,1,16,0,1,1,0,0,2,2,2,1,0,2,2,2,0,0,2,2,2,2,2,2,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4
5881,1982,0,15,1,1,1,2,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,8,8,10,10,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5884,1984,1,13,1,0,0,0,0,2,2,0,0,0,2,0,0,0,0,2,2,2,2,2,2,8,8,9,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6
5885,1980,0,17,1,0,0,0,0,2,2,0,2,2,2,2,2,2,0,2,2,0,1,2,0,8,8,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,8,6,6,6,6,6,6,6,6,6,6,6,6
