,EMP_HOURS_1997.48,EMP_HOURS_1998.48,EMP_HOURS_1999.48,EMP_HOURS_2000.48,EMP_HOURS_2001.48,EMP_HOURS_2002.48,EMP_HOURS_2003.48,EMP_HOURS_2004.48,EMP_HOURS_2005.48,EMP_HOURS_2006.48,EMP_HOURS_2007.48,EMP_HOURS_2008.48,EMP_HOURS_2009.48,EMP_HOURS_2010.48,EMP_HOURS_2011.48,EMP_HOURS_2012.48,EMP_HOURS_2013.48,EMP_HOURS_2014.48,EMP_HOURS_2015.48,EMP_HOURS_2016.48,EMP_HOURS_2017.48,EMP_HOURS_2018.48,EMP_HOURS_2019.48,SCH_COLLEGE_STATUS_2012.12,SCH_COLLEGE_STATUS_2013.12,SCH_COLLEGE_STATUS_2014.12,SCH_COLLEGE_STATUS_2015.12,SCH_COLLEGE_STATUS_2016.12,SCH_COLLEGE_STATUS_2017.12,SCH_COLLEGE_STATUS_2018.12,SCH_COLLEGE_STATUS_2019.12,MAR_STATUS_1997.12,MAR_STATUS_1998.12,MAR_STATUS_1999.12,MAR_STATUS_2000.12,MAR_STATUS_2001.12,MAR_STATUS_2002.12,MAR_STATUS_2003.12,MAR_STATUS_2004.12,MAR_STATUS_2005.12,MAR_STATUS_2006.12,MAR_STATUS_2007.12,MAR_STATUS_2008.12,MAR_STATUS_2009.12,MAR_STATUS_2010.12,MAR_STATUS_2011.12,MAR_STATUS_2012.12,MAR_STATUS_2013.12,MAR_STATUS_2014.12,MAR_STATUS_2015.12,MAR_STATUS_2016.12,MAR_STATUS_2017.12,MAR_STATUS_2018.12,MAR_STATUS_2019.12,PUBID,YSAQ-299,YOUTH_NONR1INHH.01,YOUTH_PARENTGUAR.01,KEY!SEX,KEY!AGEDOL,CV_ENROLLSTAT,CV_BIO_CHILD_HH,CV_BIO_CHILD_NR,CV_SAMPLE_TYPE,YOUTH_SIBID01.01,YOUTH_SIBID02.01,YOUTH_SIBID03.01,YOUTH_SIBID04.01,KEY!RACE_ETHNICITY,YSAQ-299.1,YSAQ-299B,CV_ENROLLSTAT_EDT,CV_BIO_CHILD_HH.1,CV_BIO_CHILD_NR.1,YSAQ-299.2,YSAQ-299B.1,CV_ENROLLSTAT_EDT.1,CV_BIO_CHILD_HH.2,CV_BIO_CHILD_NR.2,YSAQ-299.3,YSAQ-299B.2,CV_ENROLLSTAT_EDT.2,CV_BIO_CHILD_HH.3,CV_BIO_CHILD_NR.3,YSAQ-299.4,YSAQ-299B.3,CV_ENROLLSTAT_EDT.3,CV_BIO_CHILD_HH.4,CV_BIO_CHILD_NR.4,YSAQ2-299,YSAQ2-299B,CV_ENROLLSTAT_EDT.4,CV_BIO_CHILD_HH.5,CV_BIO_CHILD_NR.5,CV_ENROLLSTAT_EDT.5,CV_BIO_CHILD_HH.6,CV_BIO_CHILD_NR.6,YSAQ2-299.1,YSAQ2-299B.1,CV_ENROLLSTAT_EDT.6,CV_BIO_CHILD_HH.7,CV_BIO_CHILD_NR.7,YSAQ2-299.2,YSAQ2-299B.2,CV_ENROLLSTAT.1,CV_BIO_CHILD_HH.8,CV_BIO_CHILD_NR.8,YSAQ2-299.3,YSAQ2-299B.3,CV_ENROLLSTAT.2,CV_BIO_CHILD_HH.9,CV_BIO_CHILD_NR.9,YSAQ2-299B.4,CV_ENROLLSTAT.3,CV_BIO_CHILD_HH.10,CV_BIO_CHILD_NR.10,YSAQ2-299B.5,CV_ENROLLSTAT.4,CV_BIO_CHILD_HH.11,CV_BIO_CHILD_NR.11,YSAQ2-299B.6,CV_ENROLLSTAT.5,CV_BIO_CHILD_HH.12,CV_BIO_CHILD_NR.12,YSAQ2-299B.7,CV_ENROLLSTAT.6,CV_BIO_CHILD_HH.13,CV_BIO_CHILD_NR.13,YSAQ2-299B.8,CV_ENROLLSTAT.7,CV_BIO_CHILD_HH.14,CV_BIO_CHILD_NR.14,YSAQ2-299B.9,CV_BIO_CHILD_HH.15,CV_BIO_CHILD_NR.15,YSAQ2-299.4,CV_BIO_CHILD_HH.16,CV_BIO_CHILD_NR.16,YSAQ2-299.5,CV_BIO_CHILD_HH.17,CV_BIO_CHILD_NR.17,CV_BIO_CHILD_HH_U18,CV_BIO_CHILD_NR_U18
1765,0,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,2,2,2,1768,1,0,1,1,16,8,-4,-4,1,1769,-4,-4,-4,1,-4,1,3,-4,-4,-4,1,10,-4,-4,-4,1,10,-4,-4,-4,1,4,-4,-4,-4,-4,4,-4,-4,4,-4,-4,-4,-4,4,1,0,-4,-4,4,1,0,-4,-4,4,1,0,1,4,1,0,1,4,0,1,1,4,0,1,0,4,0,1,1,4,1,0,1,1,0,-4,0,1,-4,2,0,2,0
1766,0,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1769,0,0,1,2,15,8,-4,-4,1,1768,-4,-4,-4,1,-4,0,8,-4,-4,-4,0,10,-4,-4,-4,1,10,-4,-4,-4,1,10,-4,-4,-4,-4,10,-4,-4,10,-4,-4,-4,1,6,-4,-4,-4,-4,11,-4,-4,-4,1,11,-4,-4,1,6,1,0,1,6,1,0,1,6,1,0,1,6,1,0,1,11,1,0,1,1,0,-4,1,0,-4,1,0,1,0
1767,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1770,0,0,1,1,15,8,-4,-4,1,-4,-4,-4,-4,2,-4,1,8,-4,-4,-4,1,10,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,4,-4,-4,4,-4,-4,-4,-4,4,-4,-4,-4,-4,4,-4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,1,0,-4,0,1,-4,0,1,1,0
1768,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1771,0,0,1,1,16,8,-4,-4,1,-4,-4,-4,-4,4,-5,-5,-5,-5,-5,-4,0,10,-4,-4,-4,0,10,-4,-4,-4,1,10,-4,-4,-4,-4,10,-4,-4,10,-4,-4,-4,-4,6,-4,-4,-4,-4,6,-4,-4,-4,1,6,1,0,1,6,1,0,1,6,1,0,1,6,2,0,1,6,2,0,1,6,2,0,1,2,0,-4,3,0,-4,3,0,3,0
1769,0,0,0,1,1,1,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,1772,0,1,1,2,14,8,-4,-4,1,1773,-4,-4,-4,4,-4,0,8,-4,-4,-4,0,8,-4,-4,-4,0,10,-4,-4,-4,0,10,-4,-4,-4,-4,10,-4,-4,10,-4,-4,1,-4,6,-4,-4,-4,0,6,-4,-4,-4,1,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,6,1,0,1,1,0,-4,2,0,-4,2,0,2,0
1770,0,0,0,1,0,0,1,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1773,-4,1,1,2,12,8,-4,-4,1,1772,-4,-4,-4,4,-4,-4,8,-4,-4,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,0,8,-4,-4,0,-4,8,-4,-4,10,-4,-4,0,-4,10,-4,-4,0,-4,10,-4,-4,0,-4,10,-4,-4,0,10,-4,-4,0,6,-4,-4,0,6,-4,-4,1,11,-4,-4,1,11,1,0,1,2,0,-4,2,0,-4,2,0,2,0
1772,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1775,0,1,1,1,16,8,-4,-4,1,-4,-4,-4,-4,4,-4,-1,9,-4,-4,1,-4,9,1,0,-4,1,4,1,0,-4,1,4,1,0,-4,-4,4,1,0,4,1,0,-4,-4,4,1,0,-4,-4,4,1,0,-4,-4,4,2,0,1,9,2,0,1,4,2,0,1,4,2,0,1,4,2,0,1,4,2,0,1,2,0,-4,2,0,-4,2,0,1,0
1773,2,0,2,2,1,1,2,2,2,2,2,0,0,2,2,2,2,2,0,2,2,1,1,1,1,1,1,1,1,3,3,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1776,1,1,1,2,16,8,-4,-4,1,-4,-4,-4,-4,4,-4,1,10,-4,-4,-4,0,4,-4,-4,-4,1,4,-4,-4,-4,1,9,-4,-4,-4,-4,9,-4,-4,4,-4,-4,-4,-4,4,-4,-4,-4,-4,9,-4,-4,-4,-4,9,-4,-4,1,9,-4,-4,1,-3,-4,-4,1,-3,-4,-4,1,5,-4,-4,1,5,-4,-4,1,-4,-4,-4,1,0,-4,1,0,1,0
1777,0,0,2,2,2,1,2,1,2,2,0,0,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1780,-4,1,1,2,13,8,-4,-4,1,-4,-4,-4,-4,4,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,0,8,-4,-4,-4,1,4,-4,-4,-4,1,9,-4,-4,5,-4,-4,-4,1,5,-4,-4,-4,-4,5,-4,-4,-4,-4,5,-4,-4,1,-5,-5,-5,-5,10,-4,-4,1,10,-4,-4,1,6,-4,-4,1,6,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1779,1,1,0,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,3,1,1,1,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1782,1,0,1,2,16,8,-4,-4,1,-4,-4,-4,-4,4,-4,1,4,-4,-4,-4,1,9,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9,1,0,-4,-4,5,2,0,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,2,0,1,5,2,0,1,5,2,0,1,5,2,0,1,-5,-5,-5,-5,2,0,-4,-5,-5,-5,-5,-5,1,0
1780,0,1,1,2,2,2,2,1,0,0,2,2,2,2,0,2,2,2,2,0,1,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1783,0,1,1,2,15,8,-4,-4,1,-4,-4,-4,-4,4,-4,0,8,-4,-4,-4,1,9,-4,-4,-4,1,9,-4,-4,-4,1,9,-4,-4,-4,-4,4,-4,-4,9,-4,-4,-4,-4,10,-4,-4,-4,0,10,-4,-4,-4,1,10,-4,-4,1,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,1,0,-4,1,0,-4,3,0,3,0
1782,0,0,0,2,0,0,0,0,0,0,2,2,2,1,2,2,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,3,3,3,3,1785,-4,1,1,2,13,8,-4,-4,1,-4,-4,-4,-4,4,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,1,8,-4,-4,-4,1,2,-4,-4,-4,1,2,-4,-4,2,-4,-4,-4,-4,2,-4,-4,-4,1,2,-4,-4,-4,0,2,-4,-4,0,2,-4,-4,1,2,-4,-4,1,2,-4,-4,1,2,1,0,1,2,1,0,1,1,0,-4,1,0,-4,1,0,1,0
1786,0,1,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,2,2,3,3,3,3,3,3,3,3,3,1789,-4,1,1,2,13,8,-4,-4,1,1788,-4,-4,-4,1,1,-4,8,-4,-4,-4,1,8,-4,-4,-4,1,1,-4,-4,-4,1,1,-4,-4,-4,-4,1,1,0,1,1,0,-4,-4,1,1,0,-4,-4,1,1,0,-4,1,1,2,0,1,1,2,1,1,1,3,0,1,2,2,1,1,2,3,0,1,2,3,0,1,3,0,-4,3,0,-4,3,0,3,0
1787,0,0,0,2,2,2,0,2,0,1,0,2,0,1,0,1,1,2,2,2,2,0,0,2,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,3,3,3,3,3,3,1790,1,0,1,1,16,8,-4,-4,1,1791,-4,-4,-4,1,-4,-1,3,-4,-4,-4,1,3,-4,-4,-4,1,3,-4,-4,-4,1,3,-4,-4,-4,-4,3,-4,-4,3,-4,-4,-4,1,3,0,1,-4,1,3,1,0,-4,-4,3,2,0,0,3,2,0,1,3,2,0,1,3,2,0,1,3,2,0,1,3,2,0,1,2,0,-4,0,2,-4,0,2,1,1
1791,0,0,0,0,0,2,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1794,-4,1,1,1,13,8,-4,-4,1,1793,-4,-4,-4,1,0,-4,8,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,-4,-4,-4,-4,3,-4,-4,-1,-4,3,-4,-4,1,-4,3,-4,-4,0,3,1,0,-1,3,1,0,1,3,1,0,-1,3,1,0,1,3,1,0,1,1,0,-4,1,0,-4,2,0,2,0
1792,2,0,0,2,0,0,1,0,0,0,2,2,2,0,0,0,2,0,0,0,0,1,2,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,3,1795,0,0,1,1,15,8,-4,-4,1,-4,-4,-4,-4,1,-4,0,8,-4,-4,-4,1,10,-4,-4,-4,1,4,-4,-4,-4,1,10,-4,-4,-4,-4,10,-4,-4,10,-4,-4,-4,-4,-5,-5,-5,-5,-5,4,0,1,-4,-4,4,0,1,1,4,0,1,1,4,1,0,1,4,2,0,1,4,2,0,1,4,3,0,1,3,0,-4,3,0,-4,3,0,3,0
1795,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1798,-4,1,1,2,13,8,-4,-4,1,1799,-4,-4,-4,4,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,0,8,-4,-4,-4,0,8,-4,-4,0,-4,8,-4,-4,3,-4,-4,0,-4,3,-4,-4,0,-4,3,-4,-4,-4,-4,3,-4,-4,0,3,-4,-4,0,3,-4,-4,1,3,-4,-4,1,3,-4,-4,0,3,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1796,0,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1799,-4,1,1,1,12,8,-4,-4,1,1798,-4,-4,-4,4,-4,-4,8,-4,-4,0,-4,8,-4,-4,-4,1,8,-4,-4,-4,1,8,-4,-4,-4,0,8,-4,-4,9,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,0,-4,-5,-5,-5,-5,-5,3,0
1797,0,1,1,1,2,0,0,2,2,2,2,0,0,0,0,2,2,0,0,0,0,2,2,1,1,3,3,3,3,1,1,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1800,1,0,1,2,15,8,-4,-4,1,-4,-4,-4,-4,4,-5,-5,-5,-5,-5,-4,1,1,-4,-4,-4,1,1,-4,-4,-4,1,1,-4,-4,-4,-4,1,1,0,1,1,0,-4,-4,2,1,0,-4,-4,2,1,0,-4,-4,2,1,0,1,2,1,0,1,2,2,0,1,2,2,0,1,2,3,0,1,2,3,0,1,4,0,-4,4,0,-4,4,0,3,0
1798,0,2,2,2,0,2,2,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,2,2,2,2,3,3,3,2,3,3,3,3,2,2,2,2,3,3,3,3,2,1801,1,1,1,2,16,1,-4,-4,1,-4,-4,-4,-4,4,-4,1,1,-4,-4,-4,1,2,1,0,-4,1,2,2,0,-4,1,2,2,0,-4,-4,2,2,0,9,2,0,-4,0,4,2,0,-4,0,4,2,0,-4,0,4,2,0,1,4,2,0,1,4,2,0,-1,4,2,0,1,4,2,0,1,4,2,0,1,2,0,-4,2,0,-4,2,0,0,0
1799,0,0,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,2,2,3,2,2,2,2,3,3,3,3,2,2,1802,-4,1,1,1,13,8,-4,-4,1,-4,-4,-4,-4,4,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,0,8,-4,-4,-4,0,8,-4,-4,0,-4,9,-4,-4,9,-4,-4,0,-4,9,-4,-4,-4,-4,10,-4,-4,-4,-4,10,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,6,-4,-4,1,-5,-5,-5,-5,6,1,0,1,2,0,-4,2,0,-4,-5,-5,3,0
1801,0,0,1,0,1,2,1,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1804,-4,1,1,2,13,8,-4,-4,1,-4,-4,-4,-4,4,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,0,1,-4,-4,-4,0,10,-4,-4,0,-4,10,-4,-4,9,-4,-4,-4,-4,9,-4,-4,1,-4,4,-4,-4,1,-4,4,-4,-4,1,9,-4,-4,1,9,-4,-4,1,9,-4,-4,0,9,-4,-4,1,5,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1802,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,2,1,0,2,2,2,2,3,3,1,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1805,-4,0,1,1,12,8,-4,-4,1,-4,-4,-4,-4,1,-4,-4,8,-4,-4,0,-4,8,-4,-4,-4,1,8,-4,-4,-4,1,8,-4,-4,-4,-4,8,-4,-4,3,-4,-4,-4,-4,3,-4,-4,-4,-4,3,-4,-4,-4,0,9,-4,-4,1,9,-4,-4,1,9,-4,-4,1,9,-4,-4,1,10,-4,-4,1,10,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,1,0
1805,0,0,0,0,0,0,0,0,0,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1808,-4,0,1,1,12,8,-4,-4,1,-4,-4,-4,-4,4,-4,-4,8,-4,-4,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,1,8,-4,-4,-4,0,10,-4,-4,10,-4,-4,-4,-4,10,-4,-4,-4,1,10,-4,-4,-4,1,10,-4,-4,1,4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,10,-4,-4,0,10,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1806,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1809,0,1,1,1,15,8,-4,-4,1,1810,1811,-4,-4,4,-4,0,8,-4,-4,-4,0,10,-4,-4,-4,0,10,-4,-4,-4,0,10,-4,-4,0,-4,10,-4,-4,11,-4,-4,0,-4,11,-4,-4,0,-4,11,-4,-4,0,-4,11,-4,-4,-1,10,-4,-4,0,11,-4,-4,0,11,-4,-4,0,7,-4,-4,0,7,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,1,0
1810,0,1,0,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,1813,0,0,1,1,15,8,-4,-4,1,1814,-4,-4,-4,4,-4,0,8,-4,-4,-4,0,9,-4,-4,-4,0,9,-4,-4,-4,1,4,-4,-4,-4,0,4,-4,-4,4,-4,-4,-4,1,4,-4,-4,-4,-4,4,-4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,-4,-4,-4,1,0,-4,1,0,1,0
1811,0,1,1,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1814,-4,0,1,2,13,8,-4,-4,1,1813,-4,-4,-4,4,0,-4,8,-4,-4,-4,1,8,-4,-4,-4,1,8,-4,-4,-4,1,9,-4,-4,-4,-4,9,-4,-4,4,-4,-4,-4,-4,4,-4,-4,-4,-4,4,-4,-4,-4,-4,4,-4,-4,1,4,1,0,1,4,1,0,1,9,1,0,1,9,1,0,1,4,2,0,1,2,0,-4,2,0,-4,3,0,3,0
1812,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1815,0,1,1,1,16,8,-4,-4,1,1816,-4,-4,-4,4,-4,1,8,-4,-4,-4,1,10,-4,-4,-4,1,10,-4,-4,-4,1,10,-4,-4,-4,-4,10,-4,-4,10,-4,-4,-4,-4,6,-4,-4,-4,-4,6,-4,-4,-4,-4,6,-4,-4,0,6,1,0,1,6,1,0,1,6,2,0,1,6,2,0,1,6,2,0,1,3,0,-4,3,0,-4,3,0,3,0
1813,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1816,0,1,1,1,16,8,-4,-4,1,1815,-4,-4,-4,2,-4,0,8,-4,-4,-4,1,3,-4,-4,-4,1,9,-4,-4,-4,1,9,-4,-4,-4,-4,4,-4,-4,4,-4,-4,-4,1,4,-4,-4,-4,-4,4,-4,-4,-4,-4,4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1816,2,0,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,2,2,2,2,2,2,1819,0,0,1,1,15,8,-4,-4,1,-4,-4,-4,-4,4,-4,1,3,-4,-4,-4,1,3,-4,-4,-4,1,3,-4,-4,-4,1,9,-4,-4,-4,-4,9,-4,-4,5,-4,-4,-4,-4,5,-4,-4,-4,1,5,-4,-4,-4,-4,5,-4,-4,1,5,-4,-4,1,5,-4,-4,1,5,-4,-4,1,5,-4,-4,1,5,-4,-4,1,-4,-4,-4,1,0,-4,2,0,2,0
1821,0,0,1,1,0,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1824,0,1,1,2,14,8,-4,-4,1,-4,-4,-4,-4,4,-4,0,8,-4,-4,-4,0,8,-4,-4,-4,1,8,-4,-4,-4,1,10,-4,-4,-4,-4,10,-4,-4,10,-4,-4,-4,1,10,-4,-4,-4,-4,6,-4,-4,-4,1,6,-4,-4,1,6,-4,-4,1,6,-4,-4,1,6,1,0,1,6,1,0,1,6,2,0,1,2,0,-4,2,0,-4,2,0,2,0
1822,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1825,-4,1,1,1,12,8,-4,-4,1,-4,-4,-4,-4,4,-4,-4,8,-4,-4,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,0,8,-4,-4,0,-4,8,-4,-4,10,-4,-4,0,-4,10,-4,-4,0,-4,10,-4,-4,0,-4,10,-4,-4,1,6,-4,-4,0,6,-4,-4,0,6,-4,-4,0,6,-4,-4,0,6,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1823,0,0,2,2,2,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1826,0,1,1,1,15,8,-4,-4,1,-4,-4,-4,-4,4,-4,0,8,-4,-4,-4,0,8,-4,-4,-4,0,10,-4,-4,-4,1,10,-4,-4,-4,-4,10,-4,-4,10,-4,-4,-4,1,10,-4,-4,-4,0,11,-4,-4,-4,-4,6,1,0,1,7,1,0,1,7,2,0,1,7,2,0,1,7,2,0,0,7,2,0,0,2,0,-4,2,0,-4,2,0,2,0
1825,0,0,0,1,0,0,0,0,2,2,0,2,0,0,0,0,0,0,2,2,2,2,2,3,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1828,-4,1,1,1,13,8,-4,-4,1,1827,-4,-4,-4,4,0,-4,8,-4,-4,-4,1,8,-4,-4,-4,1,8,-4,-4,-5,-5,-5,-5,-5,-4,-4,2,-4,-4,2,-4,-4,-4,1,9,-4,-4,-4,1,9,-4,-4,-4,1,4,-4,-4,1,-5,-5,-5,-5,4,-4,-4,1,10,-4,-4,1,10,-4,-4,1,10,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1829,0,0,0,0,0,0,0,0,1,1,0,1,2,2,0,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1832,-4,0,1,1,12,8,-4,-4,1,-4,-4,-4,-4,4,-4,-4,8,-4,-4,0,-4,8,-4,-4,-4,0,8,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,-4,-4,-4,-4,9,-4,-4,1,-4,4,-4,-4,1,-4,4,-4,-4,1,4,-4,-4,0,4,-4,-4,0,4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,1,0,-4,1,0,-4,-5,-5,0,2
