"EMP_HOURS_1997.48","EMP_HOURS_1998.48","EMP_HOURS_1999.48","EMP_HOURS_2000.48","EMP_HOURS_2001.48","EMP_HOURS_2002.48","EMP_HOURS_2003.48","EMP_HOURS_2004.48","EMP_HOURS_2005.48","EMP_HOURS_2006.48","EMP_HOURS_2007.48","EMP_HOURS_2008.48","EMP_HOURS_2009.48","EMP_HOURS_2010.48","EMP_HOURS_2011.48","EMP_HOURS_2012.48","EMP_HOURS_2013.48","EMP_HOURS_2014.48","EMP_HOURS_2015.48","EMP_HOURS_2016.48","EMP_HOURS_2017.48","EMP_HOURS_2018.48","EMP_HOURS_2019.48","SCH_COLLEGE_STATUS_2012.12","SCH_COLLEGE_STATUS_2013.12","SCH_COLLEGE_STATUS_2014.12","SCH_COLLEGE_STATUS_2015.12","SCH_COLLEGE_STATUS_2016.12","SCH_COLLEGE_STATUS_2017.12","SCH_COLLEGE_STATUS_2018.12","SCH_COLLEGE_STATUS_2019.12","MAR_STATUS_1997.12","MAR_STATUS_1998.12","MAR_STATUS_1999.12","MAR_STATUS_2000.12","MAR_STATUS_2001.12","MAR_STATUS_2002.12","MAR_STATUS_2003.12","MAR_STATUS_2004.12","MAR_STATUS_2005.12","MAR_STATUS_2006.12","MAR_STATUS_2007.12","MAR_STATUS_2008.12","MAR_STATUS_2009.12","MAR_STATUS_2010.12","MAR_STATUS_2011.12","MAR_STATUS_2012.12","MAR_STATUS_2013.12","MAR_STATUS_2014.12","MAR_STATUS_2015.12","MAR_STATUS_2016.12","MAR_STATUS_2017.12","MAR_STATUS_2018.12","MAR_STATUS_2019.12","PUBID","YSAQ-299","YOUTH_NONR1INHH.01","YOUTH_PARENTGUAR.01","KEY!SEX","KEY!AGEDOL","CV_ENROLLSTAT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","CV_SAMPLE_TYPE","YOUTH_SIBID01.01","YOUTH_SIBID02.01","YOUTH_SIBID03.01","YOUTH_SIBID04.01","KEY!RACE_ETHNICITY","YSAQ-299","YSAQ-299B","CV_ENROLLSTAT_EDT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ-299","YSAQ-299B","CV_ENROLLSTAT_EDT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ-299","YSAQ-299B","CV_ENROLLSTAT_EDT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ-299","YSAQ-299B","CV_ENROLLSTAT_EDT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ2-299","YSAQ2-299B","CV_ENROLLSTAT_EDT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","CV_ENROLLSTAT_EDT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ2-299","YSAQ2-299B","CV_ENROLLSTAT_EDT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ2-299","YSAQ2-299B","CV_ENROLLSTAT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ2-299","YSAQ2-299B","CV_ENROLLSTAT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ2-299B","CV_ENROLLSTAT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ2-299B","CV_ENROLLSTAT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ2-299B","CV_ENROLLSTAT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ2-299B","CV_ENROLLSTAT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ2-299B","CV_ENROLLSTAT","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ2-299B","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ2-299","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","YSAQ2-299","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","CV_BIO_CHILD_HH_U18","CV_BIO_CHILD_NR_U18"
-4,-4,-4,18,-4,-4,-4,-4,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,2,-3,8251,-4,1,1,2,13,8,-4,-4,0,8252,-4,-4,-4,1,1,-4,8,-4,-4,-4,1,8,-4,-4,-4,1,8,-4,-4,-4,1,8,-4,-4,-4,1,3,1,0,3,1,0,-4,-4,3,1,0,-4,1,3,1,0,-4,-4,3,0,1,1,3,1,0,1,3,1,0,1,3,2,0,1,3,2,0,0,3,2,0,-2,2,0,-4,2,0,-4,2,0,2,0
-4,-4,-4,-4,20,-4,12,-4,15,66,30,30,-4,20,38,38,38,35,8,-3,-4,-4,-4,1,1,1,1,1,1,1,1,-4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8252,-4,1,1,1,12,8,-4,-4,0,8251,-4,-4,-4,1,-4,-4,8,-4,-4,1,-4,8,-4,-4,-4,1,8,-4,-4,-4,1,8,-4,-4,-4,-4,8,-4,-4,8,-4,-4,-4,0,3,-4,-4,-4,0,3,-4,-4,-4,0,3,0,1,0,3,0,1,0,3,0,1,-2,3,0,1,-2,3,0,1,1,3,0,1,1,0,1,-4,0,1,-4,0,1,0,1
-4,-4,-4,15,40,35,55,55,55,40,40,40,40,40,40,40,40,45,45,45,45,40,40,1,1,1,1,1,1,1,1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,8253,-4,0,1,1,12,8,-4,-4,0,-4,-4,-4,-4,1,-4,-4,8,-4,-4,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,0,8,-4,-4,1,-4,9,-4,-4,9,-4,-4,-4,-4,4,-4,-4,-4,1,4,-4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,-4,-4,-4,-4,-4,-4,1,0,1,0
20,30,25,47,60,54,52,52,50,105,40,40,60,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,1,0,0,0,0,1,1,2,2,2,2,3,4,4,2,2,2,2,2,2,2,2,2,2,8254,1,0,1,2,15,8,-4,-4,0,-4,-4,-4,-4,1,-4,1,8,-4,-4,-4,1,9,-4,-4,-4,1,4,-4,-4,-5,-5,-5,-5,-5,-4,-4,4,1,0,4,1,0,-4,-4,4,1,0,-4,-4,4,1,0,-4,-4,4,1,0,1,4,1,0,1,4,1,0,1,4,1,0,1,4,1,0,1,4,1,0,1,1,0,-4,1,0,-4,1,0,1,0
-4,-4,15,-4,20,20,40,40,40,40,40,25,50,50,40,40,40,40,40,40,60,60,60,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8255,0,0,1,2,15,8,-4,-4,0,-4,-4,-4,-4,1,-4,0,8,-4,-4,-4,0,10,-4,-4,-4,0,10,-4,-4,-4,0,10,-4,-4,0,-4,10,-4,-4,6,-4,-4,0,-4,11,-4,-4,0,-4,11,-4,-4,0,-4,11,-4,-4,0,11,-4,-4,0,11,-4,-4,0,7,-4,-4,0,7,-4,-4,0,-5,-5,-5,-5,-4,-4,0,-5,-5,-5,-4,-4,-4,-4
-4,-4,-4,3,-4,-4,40,40,60,60,24,10,60,72,40,40,40,-3,80,80,60,60,40,1,1,1,1,1,1,1,1,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,8256,0,0,1,2,14,8,-4,-4,0,-4,-4,-4,-4,1,-4,1,8,-4,-4,-4,-1,8,-4,-4,-4,1,3,1,0,-4,1,3,1,0,-4,-4,3,2,0,3,3,0,-4,-4,3,4,0,-4,-4,10,4,0,-4,-4,4,4,0,1,4,5,0,1,4,5,0,1,4,6,0,1,4,6,0,1,4,6,0,1,8,0,-4,3,5,-4,8,0,3,5
-4,-4,15,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8257,0,0,1,2,15,8,-4,-4,0,-4,-4,-4,-4,1,-4,0,8,-4,-4,-4,0,8,-4,-4,-5,-5,-5,-5,-5,-4,0,3,-4,-4,0,-4,3,-4,-4,3,-4,-4,1,-4,3,-4,-4,-4,0,3,-4,-4,-4,0,3,-4,-4,0,3,-4,-4,0,3,-4,-4,0,3,-4,-4,0,3,-4,-4,0,3,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,-4,35,-4,-4,30,50,40,40,-4,-4,-4,-4,40,40,40,40,40,40,40,3,3,1,1,1,1,1,1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8258,-4,1,1,2,12,8,-4,-4,0,-4,-4,-4,-4,1,-4,-4,8,-4,-4,-1,-4,8,-4,-4,0,-4,8,-4,-4,-4,0,8,-4,-4,0,-4,10,-4,-4,4,-4,-4,1,-4,9,-4,-4,-4,0,9,-4,-4,-4,-4,4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,4,1,0,-1,10,1,0,1,10,1,0,1,2,0,-4,2,0,-4,3,0,4,0
-4,-4,-4,15,20,15,15,58,32,2,2,2,47,-3,-4,-4,-4,50,55,55,55,50,50,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8259,-4,0,1,2,13,8,-4,-4,0,8260,-4,-4,-4,1,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,1,8,-4,-4,-4,0,10,-4,-4,-4,1,10,-4,-4,10,-4,-4,-4,0,10,-4,-4,-4,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,7,-4,-4,1,7,-4,-4,0,7,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,-4,27,22,22,54,54,150,50,50,40,35,35,35,35,48,88,45,40,40,3,3,3,3,3,3,3,3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8260,-4,0,1,1,12,8,-4,-4,0,8259,-4,-4,-4,1,-4,-4,8,-4,-4,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,0,8,-4,-4,0,-4,8,-4,-4,10,-4,-4,0,-4,10,-4,-4,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,-4,-4,1,4,-4,-4,1,10,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
10,20,-4,-4,20,-4,-4,50,40,40,50,50,40,40,40,48,46,42,60,60,100,70,110,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,8261,0,0,1,1,15,8,-4,-4,0,-4,-4,-4,-4,1,-4,1,8,-4,-4,-4,1,10,-4,-4,-4,0,10,-4,-4,-4,0,10,-4,-4,-4,-4,10,-4,-4,10,-4,-4,-4,1,11,-4,-4,-4,-4,11,-4,-4,-4,1,6,-4,-4,1,6,-4,-4,-1,6,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,6,1,0,1,1,0,-4,2,0,-4,2,0,3,0
25,25,40,-3,48,48,40,50,-4,40,70,70,-3,40,40,40,-4,37,-3,-3,37,37,37,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,8262,1,1,1,1,16,8,-4,-4,0,-4,-4,-4,-4,1,-4,0,8,-4,-4,-4,0,8,-4,-4,-4,1,3,-4,-4,-4,1,3,-4,-4,-4,1,3,-4,-4,3,-4,-4,-4,0,3,-4,-4,-4,0,3,-4,-4,-4,0,3,-4,-4,-1,3,-4,-4,1,3,-4,-4,-1,3,-4,-4,1,3,-4,-4,-1,3,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,30,-4,60,50,30,55,55,8,-4,-4,30,-4,32,32,25,25,20,20,25,25,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,8263,1,0,1,1,16,1,-4,-4,0,-4,-4,-4,-4,1,-4,1,1,-4,-4,-5,-5,-5,-5,-5,-4,1,2,-4,-4,-4,1,2,-4,-4,-4,-4,2,-4,-4,2,-4,-4,-4,1,2,-4,-4,-4,1,2,-4,-4,-4,1,2,-4,-4,1,2,-4,-4,1,2,-4,-4,1,2,-4,-4,1,2,1,0,1,2,0,1,0,0,1,-4,0,1,-4,0,1,0,1
-4,-4,-4,-4,25,25,25,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,44,-4,40,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8264,1,1,1,2,16,8,-4,-4,0,-4,-4,-4,-4,1,-4,0,8,-4,-4,-4,0,1,-4,-4,-4,0,1,1,0,-4,0,2,1,0,-4,0,2,1,0,2,2,0,-4,-4,2,2,0,-4,-1,2,2,0,-4,-1,2,2,0,-1,2,2,0,-1,2,2,0,-1,2,2,0,-1,2,2,0,0,2,2,0,0,2,0,-4,2,0,-4,2,0,1,0
-4,-4,-4,40,70,-4,-4,-4,-4,40,-4,35,40,40,40,40,-4,-4,53,-4,40,8,40,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,2,2,2,2,2,2,2,2,2,2,8265,1,0,1,2,15,8,-4,-4,0,-4,-4,-4,-4,1,-4,0,1,-4,-4,-4,0,1,-4,-4,-4,0,1,-4,-4,-4,1,1,-4,-4,-4,-4,1,1,0,1,1,0,-4,-4,1,1,0,-4,1,1,2,0,-4,1,1,2,0,1,1,2,0,1,1,2,0,1,1,2,0,1,1,2,0,1,1,2,0,1,2,0,-4,3,0,-4,3,0,2,1
20,-4,-4,25,25,27,65,47,45,40,40,40,40,40,40,40,40,40,40,40,40,40,40,1,1,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,2,2,2,2,8266,1,0,1,1,16,1,-4,-4,0,8267,-4,-4,-4,1,-4,1,8,-4,-4,-4,1,3,-4,-4,-4,1,3,-4,-4,-4,1,9,-4,-4,-4,1,9,0,1,5,1,0,-4,1,5,0,1,-4,1,10,0,1,-4,1,10,0,1,1,5,0,1,1,5,0,1,1,5,0,1,1,5,2,0,1,5,1,1,1,1,1,-4,1,1,-4,-5,-5,1,1
-4,15,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,8267,1,0,1,1,15,8,-4,-4,0,8266,-4,-4,-4,1,-4,1,8,-4,-4,-4,1,8,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,35,35,55,55,50,60,48,48,40,48,40,48,48,48,48,48,-3,-3,-3,48,48,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8268,0,0,1,1,15,8,-4,-4,0,8269,8270,8271,-4,1,-4,1,8,-4,-4,-4,1,8,-4,-4,-4,1,1,-4,-4,-4,1,1,-4,-4,-4,-4,1,-4,-4,1,-4,-4,-4,-4,1,-4,-4,-4,0,1,-4,-4,-4,1,1,-4,-4,1,1,-4,-4,1,1,-4,-4,1,1,-4,-4,0,1,-4,-4,1,1,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,5,-4,-4,-4,-4,-4,48,40,48,44,43,43,43,40,40,62,62,62,-4,-4,-4,-4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,8269,1,0,1,1,15,8,-4,-4,0,8268,8270,8271,-4,1,-4,0,8,-4,-4,-4,0,1,0,1,-4,1,1,0,1,-4,1,1,0,1,-4,1,1,0,1,1,0,1,-4,1,1,0,1,-4,1,1,0,1,-4,0,-5,-5,-5,-5,1,0,1,-1,1,0,1,1,1,1,1,-1,1,2,1,-1,1,2,1,-1,2,1,-4,2,1,-4,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,36,36,50,42,40,40,40,40,40,40,40,48,48,40,40,40,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8270,-4,0,1,1,13,8,-4,-4,0,8268,8269,8271,-4,1,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,0,1,-4,-4,-4,0,1,-4,-4,0,-4,1,-4,-4,1,-4,-4,1,-4,1,-4,-4,-4,0,1,-4,-4,-4,0,1,-4,-4,0,1,-4,-4,0,1,-4,-4,1,2,-4,-4,0,2,-4,-4,0,2,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,-3,-4,-4,36,48,48,32,40,-4,32,40,40,60,60,40,40,40,-4,40,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8271,-4,0,1,2,13,8,-4,-4,0,8268,8269,8270,-4,1,0,-4,8,-4,-4,-4,1,8,-4,-4,-4,1,8,-4,-4,-4,1,8,-4,-4,-4,1,8,-4,-4,8,-4,-4,-4,-4,3,1,0,-4,-1,3,1,0,-4,-1,3,2,0,0,3,2,0,-1,3,2,0,-1,3,2,0,-2,3,2,0,-1,3,2,0,-1,2,0,-4,2,0,-4,3,0,3,0
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8272,-4,0,1,2,12,8,-4,-4,0,-4,-4,-4,-4,1,-4,-4,8,-4,-4,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,0,8,-4,-4,1,-4,8,-4,-4,1,-4,-4,-4,0,1,-4,-4,-4,0,1,-4,-4,-4,0,1,-4,-4,0,1,-4,-4,0,1,-4,-4,0,1,-4,-4,0,1,-4,-4,1,1,1,0,1,1,0,-4,1,0,-4,1,0,1,0
-4,-4,-4,-4,-4,42,-4,40,30,40,60,-4,40,42,40,40,40,48,50,50,30,30,65,1,1,1,2,2,1,1,1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8273,-4,0,1,2,12,8,-4,-4,0,-4,-4,-4,-4,1,-4,-4,8,-4,-4,1,-4,8,-4,-4,-4,1,8,-4,-4,-4,1,8,-4,-4,-4,-4,3,-4,-4,10,-4,-4,-4,-4,4,1,0,-4,-4,9,1,0,-4,1,5,1,0,1,5,1,0,1,5,1,0,1,9,1,0,1,9,1,0,1,5,1,0,1,1,0,-4,1,0,-4,1,0,1,0
-4,-4,-4,-4,-4,-4,40,25,40,25,30,8,8,8,8,8,-4,-4,40,40,35,96,56,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8274,-4,0,1,1,13,8,-4,-4,0,-4,-4,-4,-4,1,1,-4,8,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-1,1,-4,-4,-4,-4,1,-4,-4,1,-4,-4,-4,-4,1,-4,-4,-4,-4,1,-4,-4,-4,-4,2,-4,-4,0,2,-4,-4,-4,2,-4,-4,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5
-4,40,-4,25,-4,51,62,40,40,68,20,33,40,33,46,46,50,50,50,50,50,50,-4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,8275,1,0,1,1,15,8,-4,-4,0,8276,-4,-4,-4,1,-4,1,8,-4,-4,-4,1,8,-4,-4,-4,1,3,0,1,-4,0,3,0,1,-4,-4,3,0,2,3,0,2,-4,0,3,0,2,-4,-4,3,0,2,-4,-4,3,1,1,1,3,1,1,1,3,1,1,0,3,1,1,1,3,1,1,1,3,1,1,1,1,1,-4,-5,-5,-5,-5,-5,1,0
-4,-4,24,24,-4,-4,-4,20,40,47,63,50,56,41,40,62,62,48,40,40,40,40,-4,1,1,1,1,1,1,1,-4,-4,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,-4,8276,-4,0,1,2,12,8,-4,-4,0,8275,-4,-4,-4,1,-4,-4,8,-4,-4,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,1,8,-4,-4,-4,-4,8,-4,-4,3,1,0,-4,1,3,1,0,-4,-4,9,1,0,-4,1,4,1,0,1,4,2,0,1,4,3,0,1,4,3,0,1,4,3,0,1,4,3,0,1,3,0,-4,3,0,-4,3,0,3,0
-4,30,-4,40,32,35,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8277,1,0,1,2,16,8,0,1,0,-4,-4,-4,-4,1,-4,1,1,2,0,-5,-5,-5,-5,-5,-4,1,1,1,1,-4,1,1,2,0,-4,-4,-3,2,0,1,2,0,-4,0,1,3,0,-4,1,1,3,0,-4,1,1,3,0,0,1,2,1,0,1,2,0,0,1,2,1,0,1,2,1,0,1,2,1,0,2,1,-4,1,2,-4,2,1,0,1
-4,-4,-4,-4,-4,45,40,40,48,60,48,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,8278,0,0,1,1,15,8,-4,-4,0,-4,-4,-4,-4,1,-4,1,8,-4,-4,-4,1,8,-4,-4,-4,0,3,-4,-4,-4,1,3,-4,-4,-4,1,3,-4,-4,3,-4,-4,-4,-4,3,-4,-4,-4,-4,3,-4,-4,-4,0,3,-4,-4,1,3,-4,-4,1,3,-4,-4,1,3,-4,-4,0,3,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,8279,-4,0,1,1,12,8,-4,-4,0,-4,-4,-4,-4,1,-4,-4,8,-4,-4,0,-4,8,-4,-4,-4,-1,8,-4,-4,0,-4,2,-4,-4,0,-4,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,2,-4,42,-3,40,55,40,44,44,-4,42,42,40,40,40,40,-4,-4,1,1,1,1,1,1,-4,-4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,8280,1,0,1,1,15,8,-4,-4,0,-4,-4,-4,-4,1,-4,1,8,-4,-4,-4,1,10,-4,-4,-4,1,10,-4,-4,-4,1,10,-4,-4,-4,-4,10,-4,-4,6,-4,-4,-4,-4,6,-4,-4,-4,-4,6,-4,-4,-4,-4,6,-4,-4,1,6,-4,-4,1,6,-4,-4,-1,6,-4,-4,-1,6,-4,-4,-1,6,-4,-4,-1,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5
-4,-4,-4,-4,-4,32,-4,40,40,-4,-4,25,5,15,35,-4,-4,30,-4,-4,40,40,40,1,1,1,1,1,1,1,1,-4,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,8281,-4,0,1,2,12,8,-4,-4,0,-4,-4,-4,-4,1,-4,-4,8,-4,-4,0,-4,8,-4,-4,-4,1,8,-4,-4,-4,1,1,-4,-4,-4,-4,1,-4,-4,1,-4,-4,-4,1,1,-4,-4,-4,-4,8,-4,-4,-4,-4,1,-4,-4,-1,1,-4,-4,-1,1,-4,-4,1,8,-4,-4,-1,8,-4,-4,1,8,-4,-4,-1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,10,-4,-4,-4,-4,-4,40,40,40,-4,64,36,36,64,64,54,40,40,40,40,40,40,2,3,3,3,3,4,4,1,0,0,0,0,0,2,2,2,2,2,3,4,2,2,2,2,2,2,4,4,4,4,4,8282,1,1,1,1,16,8,-4,-4,0,-4,-4,-4,-4,1,-4,0,3,-4,-4,-4,0,3,-4,-4,-4,1,3,-4,-4,-4,1,9,-4,-4,-4,-4,9,-4,-4,9,-4,-4,-4,-4,4,-4,-4,-4,-4,4,-4,-4,-4,-4,4,-4,-4,1,4,-4,-4,1,4,-4,-4,1,10,-4,-4,1,4,-4,-4,1,4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,40,20,30,70,82,64,25,55,50,35,35,30,30,78,79,79,108,60,56,-4,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8283,1,0,1,2,15,8,-4,-4,0,-4,-4,-4,-4,1,-4,1,8,-4,-4,-4,1,3,-4,-4,-4,1,3,1,0,-4,1,3,1,0,-4,-4,3,2,0,3,2,0,-4,1,-5,-5,-5,-5,-5,3,2,0,-4,1,3,2,0,1,3,2,0,1,3,2,0,1,3,3,0,1,3,3,0,1,3,3,0,1,3,0,-4,3,0,-4,3,0,2,0
-4,-4,-4,-4,-4,-4,-4,-4,-3,40,40,40,30,30,30,40,40,40,40,40,40,40,60,1,4,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,8284,-4,0,1,1,13,8,-4,-4,0,8285,-4,-4,-4,1,0,-4,8,-4,-4,-4,0,8,-4,-4,-4,0,8,-4,-4,-4,1,10,-4,-4,-4,1,10,-4,-4,10,-4,-4,-4,0,10,-4,-4,-4,0,6,-4,-4,-4,0,6,-4,-4,0,6,-4,-4,0,6,-4,-4,0,6,-4,-4,0,6,-4,-4,0,6,-4,-4,1,1,0,-4,1,0,-4,2,0,3,0
